book_id,page_id,ref:,Ref_context
2,97,(^٢٧٠٠٣),، وما روى في مصنفه أيضًا برقم
2,97,(^٢٧٠٠٤),"؛ من طريق وكيع، عن سفيان، عن أبيه، عن تميم بن سلمة، عن ابن عمر؛ به موقوفًا، بلفظ: ""إن الله يحب أن تؤتى مياسره""، وبرقم"
2,97,(^١٩٣),؛ من طريق وكيع، عن سفيان، عن أبيه، قال: ذكرته لعبد الرحمن الرحال، عن ابن عباس؛ به موقوفًا، بلفظ ابن عمر الآنف، وما روى الفريابي في الصيام برقم
2,98,(^١),الأثرم: ناسخ الحديث ومنسوخه (ص ١٧٢). الطحاوي: شرح مشكل الآثار (٨/ ٤٤٠). ابن تيمية: الإيمان (ص ٤٣ - ٤٤)، اقتضاء الصراط المستقيم (١/ ١٧٩ - ١٨١).
2,99,(^١),ابن تيمية: الفتاوي الكبرى (١/ ٢٢٩ - ٢٣٠). ابن قاسم: المصدر السابق، (٧/ ٤٨، ٢١/ ٦٢)
2,99,(^٢),ينظر: الشاطبي: المصدر السابق، (١/ ٥٠٨ - ٥٠٩، ٥١٥ - ٥١٦).
2,99,(^٣),ينظر: الشاطبي: المصدر السابق، (١/ ٤٨٥).
2,99,(^٤),ينظر: الشاطبي: المصدر السابق، (١/ ٥٢٩).
2,99,(^٥),ينظر: المطلب الثالث في المبحث الثامن من مباحث الفصل الأول لهذا البحث؛ فهناك بحثت المسألة بتوسع.
2,99,(^٦),ينظر: المبحث الثامن من هذا الفصل.
2,100,(^١),وقد جاء النص على كونهن سبعًا عن ابن عباس من غير وجه. ينظر: ابن جرير: المصدر السابق، (٦/ ٥٥٤).
2,100,(^٢),"وهو قول النبي ﷺ: ""يحرم من الرضاع ما يحرم من النسب"" متفق عليه، وقد تقدم تخريجه عند الضابط الثاني من ضوابط المبحث الثالث في التمهيد."
2,101,(^١),تقدم تخريجه عند الضابط الثاني في المبحث الثالث من التمهيد.
2,101,(^٢),ينظر: ابن جرير: المصدر السابق، (٦/ ٥٥٣). الزمخشري: الكشاف (ص ٢٢٩).
2,101,(^٣),تقدم تخريجه عند الضابط الثاني في المبحث الثالث من التمهيد.
2,101,(^٤),البخاري: المصدر السابق، (كتاب النكاح - باب ﴿وَأُمَّهَاتُكُمْ اللَّاتِي أَرْضَعْنَكُمْ﴾ ويحرم من الرضاعة ما يحرم من النسب - ٧/ ٢٦)، برقم (٥٠٩١)؛ من طريق الحكم بن نافع، عن شعيب، عن الزهري، عن عروة بن الزبير، عن زينب بنت أبي سلمة، عن أم حبيبة بنت أبي سفيان؛ به مرفوعًا. مسلم: المصدر السابق، (كتاب النكاح وإجابة الداعي - باب تحريم الربيبة وأخت المرأة - ٤/ ٧٧)، برقم (١٤٧١)؛ من طريق أبي كريب محمد بن العلاء، عن أبي أسامة، عن هشام، عن أبيه، عن زينب، عن أم حبيبة؛ به مرفوعًا.
2,102,(^١),البخاري: المصدر السابق، (كتاب النكاح - باب ﴿وَأُمَّهَاتُكُمْ اللَّاتِي أَرْضَعْنَكُمْ﴾ ويحرم من الرضاعة ما يحرم من النسب - ٧/ ٢٥)، برقم (٥٠٩٠)؛ من طريق مسدد، عن يحيى، عن شعبة، عن قتادة، عن جابر بن زيد، عن ابن عباس؛ به مرفوعًا. مسلم: المصدر السابق، (كتاب النكاح وإجابة الداعي - باب تحريم بنت الأخ من الرضاعة - ٤/ ٧٥)، برقم (١٤٦٨)؛ من طريق أبي بكر بن أبي شيبة - واللفظ له -، وزهير بن حرب، ومحمد بن العلاء؛ عن أبي معاوية، عن الأعمش، عن سعد بن عبيدة، عن أبي عبد الرحمن، عن علي؛ به مرفوعًا.
2,102,(^٢),لأن أبا القعيس والدُ عائشة من الرضاعة، أما أخوه أفلح؛ فهو عمها من الرضاعة. ينظر: ابن حجر: فتح الباري (١١/ ٣٧٣).
2,102,(^٣),البخاري: المصدر السابق، (كتاب النكاح - باب لبن الفحل - ٧/ ٢٧)، برقم (٥٠٩٣)؛ من طريق عبد الله بن يوسف، عن مالك، عن ابن شهاب، عن عروة بن الزبير، عن عائشة؛ به مرفوعًا. مسلم: المصدر السابق، (كتاب النكاح وإجابة الداعي - باب تحريم الرضاعة من قبل الفحل - ٤/ ٧١)، برقم (١٤٦٧)؛ من طريق يحيى بن يحيى، عن مالك قراءةً؛ بسنده عند البخاري.
2,102,(^٤),مسلم: المصدر السابق، (كتاب النكاح وإجابة الداعي - باب تحريم الرضاعة من قبل الفحل - ٤/ ٧١)، برقم (١٤٦٧/ ٤)؛ من طريق أبي بكر بن أبي شيبة، وأبي كريب؛ عن ابن نمير، عن هشام، عن أبيه، عن عائشة؛ به مرفوعًا.
2,102,(^٥),ينظر: محمد بن الحسن: المصدر السابق، (٤/ ٣٥٩). الترمذي: (المصدر السابق، ٢/ ٤٤٦). ابن المنذر: الإجماع (ص ٤١)، الأوسط من السنن والإجماع والاختلاف (٨/ ٥٤٨). ابن حزم: مراتب الإجماع في العبادات والمعاملات والاعتقادات (ص ١٢٠). ابن القطان الفاسي: الإقناع (٣/ ١١٨٩). ابن رشد: بداية المجتهد ونهاية المقتصد (٢/ ٣٥). ابن القطان الفاسي: الإقناع في مسائل الإجماع (٣/ ١١٨٤، ١١٨٦). القرافي: الذخيرة (٤/ ٢٧٠). الشافعي: الأم (٦/ ٦٥). ابن حجر: فتح الباري (١١/ ٣٧٤). ابن قدامة: المصدر السابق، (١١/ ٣٠٩). البهوتي: المصدر السابق، (١٣/ ٧٧). ابن قاسم: المصدر السابق، (٣٤/ ٣١).
2,102,(^٦),ينظر: القرافي: المصدر السابق، (٤/ ٢٧٧). ابن قاسم: فتاوى محمد بن إبراهيم (١١/ ١٦٨).
2,103,(^١),مالك: المصدر السابق، (ص ٤٦٣)؛ معلقًا. عبد الرزاق: المصدر السابق، (٧/ ٤٧٦، ٤٧٧)، برقم (١٣٩٤٩، ١٣٩٥٢، ١٣٩٥٤)؛ من طريق معمر، عن هشام بن عروة، عن أبيه، عن عائشة؛ به موقوفًا، ومن طريق ابن جريج، وإبراهيم؛ عن عبد الله بن أبي بكر، عن عمرة، عن عائشة؛ به موقوفًا، ومن طريق ابن جريج، عن مسلم بن أبي مريم، عن عروة بن الزبير، عن عائشة؛ به موقوفًا. ابن أبي شيبة: المصدر السابق، (٩/ ٢٩٣)، برقم (١٧٣٢٣)؛ من طريق أبي معاوية، عن هشام، بسنده عند عبد الرزاق، ولفظه: كانت .. ا. هـ ابن المنذر: المصدر السابق، (٨/ ٥٤٧، ٥٦٣)، برقم (٧٤١١)؛ من طريق عبد الرزاق.
2,103,(^٢),"عبد الرزاق: المصدر السابق، (٧/ ٤٧٤، ٤٧٦)، برقم (١٣٩٤٢، ١٣٩٥١)؛ من طريق مالك، عن ابن شهاب، عن عمرو بن الشريد، عن ابن عباس - في رجل تزوج امرأتين، فأرضعت الواحدة جارية، وأرضعت الأخرى غلامًا؛ هل يتزوج الغلام الجارية؟ -: لا؛ اللقاح واحد، لا تحل له ا. هـ، ومن طريق إسرائيل بن يونس، عن سماك بن حرب، عن عكرمة، عن ابن عباس؛ به موقوفًا، بلفظ: يحرم من الرضاعة ما يحرم من النسب ا. هـ. ابن أبي شيبة: المصدر السابق، (٩/ ٢٩٣)، برقم (١٧٣٢٥)؛ من طريق حميد بن عبد الرحمن، عن حسن، عن عبد الأعلى، عن سعيد بن جبير، عن ابن عباس؛ به موقوفًا. ابن المنذر: المصدر السابق، (٨/ ٥٤٨، ٥٦٣)، برقم (٧٤١٢، ٧٤٤٠)؛ من طريق إسحاق، عن عبد الرزاق، عن إسرائيل؛ بسنده عند عبد الرزاق، ومن طريق الربيع، عن الشافعي، عن مالك؛ بسنده عند عبد الرزاق، ومتنِه. ابن حزم: المصدر السابق، (١٠/ ٥)؛ من طريق أبي عبيد، عن عبد الرحمن بن مهدي، عن مالك؛ بسنده عند عبد الرزاق، ولفظِه. ومن طريق الشافعي، وابن قعنب، وابن بكير، وأبي الوليد؛ عن مالك رواه: البيهقي: السنن الكبير (١٦/ ١٣)، برقم (١٥٧١٤)، بلفظ عبد الرزاق؛ إلا قوله: ""الواحدة""، فقد قال: إحداهما، وإلا: ""لا تحل له""، فلم ترد عنده."
2,103,(^٣),ابن أبي شيبة: المصدر السابق، (٩/ ٢٩٤)، برقم (١٧٣٢٧)؛ من طريق ابن إدريس، عن هشام، عن ابن سيرين، عن عبد الله بن عتبة؛ قال: أراه عن عبد الله؛ به موقوفًا. ابن المنذر: المصدر السابق، (٨/ ٥٤٨)، برقم (٧٤١٣)؛ من طريق علي بن عبد العزيز، عن أبي عبيد، عن أبي زائدة، عن ابن سيرين، عن عبد الله بن عتبة، عن ابن مسعود؛ به موقوفًا. ومن طريق أشعث بن سوار، عن محمد - هو ابن سيرين -؛ رواه: البيهقي: المصدر السابق، (١٦/ ١٣)، برقم (١٥٧١٥).
2,103,(^٤),ابن أبي شيبة: المصدر السابق، (٩/ ٢٩٤)، برقم (١٧٣٢٩)؛ من طريق الفضل بن دكين، عن إسرائيل، عن إبراهيم بن عبد الأعلى، عن سويد؛ به موقوفًا.
2,104,(^١),ينظر: ابن أبي شيبة: المصدر السابق، (٩/ ٢٩٣)، برقم (١٧٣٢٤)؛ من طريق ابن مبارك، عن موسى بن أيوب - هو الغافقي -، عن عمه إياس بن عامر؛ قال: قال علي؛ به موقوفًا. ابن المنذر: المصدر السابق، (٨/ ٥٦٣)، برقم (٧٤٤١)؛ من طريق محمد بن علي، عن سعيد، عن عبد الله بن المبارك؛ بسنده عند ابن أبي شيبة، ولفظه: لا تنكحن من أرضعت امرأة أبيك، ولا امرأة ابنك، ولا امرأة أخيك ا. هـ، ومن طريق سعيد بن منصور عن ابن المبارك رواه: البيهقي: المصدر السابق، (١٦/ ١٢)، برقم (١٥٧١٣)، بلفظ ابن أبي شيبة بتقديم وتأخير.
2,104,(^٢),ينظر: ابن حزم: المصدر السابق، (١٠/ ٥)؛ من طريق أبي عبيد، عن إسماعيل بن جعفر، عن محمد بن عمرو بن علقمة، عن أبي عبيدة بن عبد الله بن زمعة؛ أن أمه زينب بنت أم سلمة أم المؤمنين أرضعتها أسماء بنت أبي بكر الصديق امرأة الزبير بن العوام. قالت زينب: فكان الزبير يدخل علي وأنا أمتشط، فيأخذ بقرن من قرون رأسي؛ يقول: أقبلي علي فحدثيني؛ أرى أنه أبي، وما ولد فهم إخوتي.
2,104,(^٣),ينظر: ابن حزم: المصدر السابق، (١٠/ ٦)؛ من طريق حماد بن سلمة، هشام بن عروة بن الزبير، عن أبيه؛ في رجل أرضعت امرأة أبيه امرأة وليست أمه؛ أتحل له؟ قال عروة: لا تحل له ا. هـ ابن المنذر: المصدر السابق، (٨/ ٥٦٣).
2,104,(^٤),عبد الرزاق: المصدر السابق، (٧/ ٤٧٤) برقم (١٣٩٤٣)؛ من طريق الثوري، عن خصيف، عن سالم بن عبد الله بن عمر، عن أبيه؛ قال: لا بأس بلبن الفحل ا. هـ
2,104,(^٥),عبد الرزاق: المصدر السابق، (٧/ ٤٧٤) برقم (١٣٩٤٣)؛ من طريق محمد بن إسحاق، عن رجل، عن جابر؛ قال: لا بأس به ا. هـ
2,104,(^٦),عبد الرزاق: المصدر السابق، (٧/ ٤٧٤)؛ بسنده إلى إبراهيم أنه قال في لبن الفحل: لا بأس به ا. هـ ابن أبي شيبة: المصدر السابق، (٩/ ٢٩٣).
2,104,(^٧),عبد الرزاق: المصدر السابق، (٧/ ٤٧١ - ٤٧٢، ٤٧٦). ابن المنذر: المصدر السابق، (٨/ ٥٦٣). ينظر: ابن حزم: المصدر السابق، (١٠/ ٦).
2,105,(^١),ينظر: عبد الرزاق: المصدر السابق، (٧/ ٤٧٢). الترمذي: المصدر السابق، (٢/ ٤٤١ - ٤٤٢). ابن المنذر: المصدر السابق، (٨/ ٥٤٨، ٥٦٣ - ٥٦٤). ابن حزم: المصدر السابق، (١٠/ ٦). البيهقي: المصدر السابق، (١٦/ ١٣). ابن حجر: المصدر السابق، (١١/ ٣٩٢)، وما يأتي.
2,105,(^٢),القدوري: مختصر القدوري (ص ٢٣٠).
2,105,(^٣),ينظر مع شرحه مواهب الجليل للحطاب (٤/ ٥٧٦).
2,105,(^٤),المزجَّد: العباب (٣/ ١٨٠، ١٨١).
2,105,(^٥),مرعي الكرمي: دليل الطالب لنيل المطالب (ص ٣١١).
2,106,(^١),تقدم تخريج هذه الأحاديث قريبًا. يتمم هناك حديث أفلح وغيره
2,106,(^٢),ينظر: ابن حزم المصدر السابق، (١٠/ ٣).
2,106,(^٣),ينظر: ابن المنذر: المصدر السابق، (٨/ ٥٦٤)، برقم (٧٤٤٣)؛ من طريق علي، عن أبي عبيد، عن إسماعيل بن جعفر، عن محمد بن عمرو بن علقمة، عن عبد الرحمن بن القاسم بن محمد، عن أبيه، عن عائشة؛ أنها كانت تأذن لمن أرضع أخواتُها وبناتُ أخيها، ولا تأذن لمن أرضع نساء أخواتها وبني أخيها ا. هـ ابن حزم المصدر السابق، (١٠/ ٤)؛ من طريق أبي عبيد؛ بسنده عند ابن المنذر إلى عائشة؛ أنها كانت تأذن لمن أرضعته أخواتها وبنات أخيها، ولا تأذن لمن أرضعته نساء إخوتها وبني إخوتها، وصححه ابن حزم، ومن طريق سعيد بن منصور، عن الدراوردي، عن ربيعة، ويحيى بن سعيد، وعمرو بن عبد الله، وأفلح بن حميد؛ عن القاسم بن محمدبن أبي بكر الصديق؛ قال: كان يدخل على عائشة من أرضعته بنات أبي بكر، ولا يدخل عليها من أرضعته نساء أبي بكر - أي: زوجاته والله أعلم -.
2,106,(^٤),ينظر: ابن المنذر: المصدر السابق، (٨/ ٥٦٤)، برقم (٧٤٤٢)؛ من طريق إسحاق، عن عبد الرزاق، عن سفيان الثوري، عن خصيف، عن سالم بن عبد الله بن عمر، عن أبيه عبد الله بن عمر؛ أنه قال: لا بأس بلبن الفحل ا. هـ ابن حزم المصدر السابق، (١٠/ ٤)؛ من طريق عبد الرزاق؛ بسنده عند ابن المنذر، ولفظِه.
2,106,(^٥),ينظر: ابن حزم المصدر السابق، (١٠/ ٤)؛ من طريق أبي عبيد، أنا إسماعيل بن جعفر عن محمد بن عمرو، عن أبي عبيدة بن عبد الله بن زمعة بن الأسود؛ أن أمه زينب بنت أم سلمة أم المؤمنين أرضعتها أسماء بنت أبي بكر الصديق امرأة الزبير، قالت زينب: فأرسل إلي عبد الله بن الزبير يخطب ابنتي أم كلثوم على أخيه حمزة بن الزبير، وكان حمزة ابن الكلبية، فقلت لرسوله: وهل تحل له؟ إنما هي بنت أخيه، فأرسل إلي ابن الزبير: إنما تريدين المنع؛ أنا وما ولدت أسماء إخوتك، وما كان من ولد الزبير من غير أسماء فليسوا لك بإخوة، فأرسلي، فاسألي عن هذا. فأرسلت، فسألت - وأصحاب رسول الله ﷺ متوافرون وأمهات المؤمنين -، فقالوا: إن الرضاعة من قبل الرجال لا تحرم شيئًا، فأنكحتها إياه، فلم تزل عنده حتى هلكت. ابن قدامة: المصدر السابق، (٩/ ٥٢١).
2,106,(^٦),ينظر: ابن حجر: المصدر السابق، (١١/ ٣٩١).
2,106,(^٧),"ينظر: ابن حزم المصدر السابق، (١٠/ ٤)؛ من طريق الحجاج بن المنهال، عن حماد بن سلمة، عن يحيى بن سعيد الأنصاري؛ أن حمزة بن الزبير بن العوام تزوج ابنة زينب بنت أم سلمة وقد أرضعت أسماء بنت أبي بكر زينب بنت أم سلمة بلبن الزبير. قال يحيى بن سعيد: وكانت امرأة سالم بن عبد الله بن عمر بن الخطاب قد أرضعت حمزة بن عبد الله بن عمر، فولد لسالم بن عبد الله من امرأة أخرى غلام اسمه عمر، فتزوج بنت حمزة بن عبد الله بن عمر. قال ابن قدامة: فأما حديث زينب؛ فإن صح فهو حجة لنا، فإن الزبير كان يعتقدها ابنته وتعتقده أباها، والظاهر أن هذا كان مشهورًا عندهم، وقوله مع إقرار أهل عصره أولى من قول ابنه وقولِ قوم لا يعرفون ا. هـ، ويؤيد ما أشار إليه ابن قدامة من شهرة حرمة لبن الفحل: ما استفاض من أمر الجاهلية فيه، فلما سبيت هوازن - وهي القبيلة التي تنتمي إليها حليمة السعدية - وغنمت أموالهم بحنين؛ قدمت وفودهم على رسول الله ﷺ، وقام فيهم زهير بن صُرَد، فقال: إنما في الحظائر عماتك وخالاتك وحواضنك اللاتي كن أرضعنك ويكفلنك ا. هـ
ينظر: ابن جرير: تاريخ الأمم والملوك (ص ٤٤٦). ابن قدامة: المصدر السابق، (٩/ ٥٢٢). ابن القيم: المصدر السابق، (٥/ ٥٦١)."
2,107,(^١),ينظر: ابن حزم المصدر السابق، (١٠/ ٤ - ٥)؛ من طريق سعيد بن منصور، عن عبد العزيز بن محمد الدراوردي، عن عمرو بن حسين مولى قدامة بن مظعون؛ أن سالم بن عبد الله بن عمر زوج ابنًا له أختًا له من أبيه من الرضاعة. ابن حجر: المصدر السابق، (١١/ ٣٩١).
2,107,(^٢),ينظر: ابن المنذر: المصدر السابق، (٨/ ٥٦٤). ابن حزم المصدر السابق، (١٠/ ٥)؛ بسنده إليه، بلفظ: لا بأس بلبن الفحل. ابن قدامة: المصدر السابق، (٩/ ٥٢١). ابن القيم: المصدر السابق، (٥/ ٥٦١). ابن حجر: المصدر السابق، (١١/ ٣٩١).
2,107,(^٣),ينظر: ابن المنذر: المصدر السابق، (٨/ ٥٦٤). ابن حزم المصدر السابق، (١٠/ ٥)؛ بسنده إليهم؛ أنهم قالوا: إنما يحرم من الرضاعة ما كان من قبل النساء، ولا يحرم ما كان من قبل الرجال ا. هـ ابن قدامة: المصدر السابق، (٩/ ٥٢١). ابن القيم: المصدر السابق، (٥/ ٥٦١). ابن حجر: المصدر السابق، (١١/ ٣٩١).
2,107,(^٤),ينظر: ابن المنذر: المصدر السابق، (٨/ ٥٦٤). ابن حزم المصدر السابق، (١٠/ ٥)؛ بسنده إلى أفلح بن حميد؛ قال: قلت للقاسم بن محمد بن أبي بكر الصديق: إن فلانًا من آل أبي فروة أراد أن يزوج غلامًا أختَه من أبيه من الرضاعة؟ فقال القاسم: لا بأس بذلك ا. هـ ابن حجر: المصدر السابق، (١١/ ٣٩١).
2,107,(^٥),عبد الرزاق: المصدر السابق، (٧/ ٤٧١).
2,107,(^٦),ابن حجر: المصدر السابق، (١١/ ٣٩٢).
2,108,(^١),"كاستدلالهم بعموم قول الله تعالى: ﴿وَأُمَّهَاتُكُمْ اللَّاتِي أَرْضَعْنَكُمْ وَأَخْوَاتُكُمْ مِنَ الرَّضَاعَةِ﴾ [سورة النساء: ٢٣]، ولم يذكر العمة ولا البنت كما ذكرهما في النسب، ويجاب: بما قال عطاء: هي أختك من أبيك ا. هـ، وهو زوج المرضع الذي كان نزول اللبن بفعله، وبأن تخصيص الشيء بالذكر لا يدل على نفي الحكم عما عداه، ولا سيما وقد جاءت الأحاديث الصحيحة.
ثم هم يناقشون هذه الأحاديث الصحيحة المشار إليها في الجواب الثاني بأنها زيادة على ما في القرآن، والزيادة نسخ، والسنة لا تنسخ القرآن.
ويجاب: بأن السنة بينت مراد الكتاب، لا أنها خالفته، وغايتها أن تكون أثبتت تحريم ما سكت عنه، أو تخصيص ما لم يرد عمومه
ينظر: عبد الرزاق: المصدر السابق، (٧/ ٤٧١ - ٤٧٢). ينظر: ابن القيم: المصدر السابق (٥/ ٥٦٥ - ٥٦٥). ابن حجر: المصدر السابق، (١١/ ٣٩٢)."
2,108,(^٢),"كقولهم: إن اللبن لا ينفصل من الرجل وإنما ينفصل من المرأة؛ فكيف تنتشر الحرمة إلى الرجل؟ ويجاب: بأنه قياس في مقابلة النص، فلا يلتفت إليه، وبأن سبب اللبن هو ماء الرجل والمرأة معًا؛ فإنه ثار بوطء الأب والأم وعاء له، فوجب أن يكون الرضاع منهما؛ كالجد لما كان سبب الولد أوجب تحريم ولد الولد به لتعلقه بولده؛ كما تقدم قريبًا في قول ابن عباس: اللقاح واحد ا. هـ، وبأن الوطء يدر اللبن فللفحل فيه نصيب.
ينظر: ابن قدامة: المصدر السابق، (٩/ ٥٢١). ابن القيم: المصدر السابق (٥/ ٥٦٧). ابن حجر: المصدر السابق، (١١/ ٣٩٢)."
2,108,(^٣),ابن قدامة: المصدر السابق، (٩/ ٥٢٢).
2,108,(^٤),وقد صححه إليها ابن حجر. ينظر: ابن حجر: المصدر السابق، (١١/ ٣٩٣).
2,108,(^٥),تقدم تخريجه قريبًا في هذا المبحث.
2,108,(^٦),ينظر: ابن حزم المصدر السابق، (١٠/ ٦).
2,108,(^٧),ينظر: ابن حزم المصدر السابق، (١٠/ ٦).
2,108,(^٨),ينظر: ابن حزم المصدر السابق، (١٠/ ٦).
2,108,(^٩),ينظر: ابن حزم المصدر السابق، (١٠/ ٨).
2,108,(^١٠),ينظر: ابن حزم المصدر السابق، (١٠/ ٨).
2,108,(^١١),ينظر: ابن القيم: المصدر السابق، (٥/ ٥٦٠ - ١٦١).
2,109,(^١),ابن القيم: المصدر السابق (٥/ ٥٦٤).
2,109,(^٢),ينظر: القرافي: المصدر السابق، (٤/ ٢٧٠).
2,109,(^٣),ينظر: الجصاص: الفصول (٣/ ٢٧٣، ٣١١). محمد الأمين الشنقيطي: المصدر السابق، (ص ١٤٩). الجويني: التلخيص (٣/ ٥٣ - ٥٤، ٧٩ - وما بعدها). أ. د. النملة: المهذب (٢/ ٩٢٣ - ٩٢٤). البطي: روايات الإمام أحمد الأصولية (٢/ ٥٦٥ - ٥٦٧).
2,110,(^١),ينظر: ابن القيم: المصدر السابق (٥/ ٥٦١).
2,110,(^٢),ينظر: ابن عابدين: المصدر السابق، (٤/ ٤١٦). القرافي: الذخيرة (٤/ ٢٧٩، ٢٨١، ٢٨٢). الحطاب: المصدر السابق، (٤/ ٥٧٦، ٥٧٧). الشافعي: المصدر السابق، (٦/ ٦٦ - ٦٨). النووي: المصدر السابق، (٧/ ١١٠ - ١١١). شمس الدين ابن قدامة: المصدر السابق، (٢٠/ ٢٧٨ - ٢٨٢). المرداوي: المصدر السابق، (٢٠/ ٢٨١ - ٢٨٢). المباركفوري: المصدر السابق، (٤/ ٢٥٦ - ٢٥٧).
2,110,(^٣),ابن حزم: مراتب الإجماع (ص ١٢١).
2,110,(^٤),تقدم تخريجه عند الضابط الثاني في المبحث الثالث من التمهيد. ينظر: القرطبي: المصدر السابق، (٥/ ١١٦).
2,110,(^٥),ينظر: ابن القيم: المصدر السابق، (٥/ ٥٥٧).
2,110,(^٦),ينظر: شمس الدين ابن قدامة: المصدر السابق، (٢٠/ ٢٨٢).
2,110,(^٧),ينظر: المرداوي: المصدر السابق، (٢٧٨/ ٢٧٩).
2,110,(^٨),تقدم تخريجه عند الضابط الثاني في المبحث الثالث من التمهيد.
2,111,(^١),ينظر: الميداني: المصدر السابق، (٤/ ٧٨). ابن القيم: المصدر السابق، (٥/ ٥٥٧).
2,111,(^٢),ينظر: عبد الرزاق: المصدر السابق، (٦/ ٢٦٤). البخاري: المصدر السابق، (٧/ ٢٩)؛ معلقًا. الزيلعي: المصدر السابق، (٣/ ١٧٦).
2,111,(^٣),ينظر: ابن القيم: المصدر السابق، (٥/ ٥٥٧ - ٥٦١).
2,111,(^٤),ينظر: ابن القيم: المصدر السابق، (٥/ ٥٥٩).
2,112,(^١),ينظر: ابن القيم: المصدر السابق، (٥/ ٥٥٨).
2,112,(^٢),ينظر: ابن القيم: المصدر السابق، (٥/ ٥٥٨).
2,112,(^٣),ينظر: الميداني: المصدر السابق، (٤/ ٧٩). ابن القيم: المصدر السابق، (٥/ ٥٦٠).
2,112,(^٤),ينظر: الميداني: المصدر السابق، (٤/ ٧٩).
2,112,(^٥),ينظر: القرطبي: الجامع لأحكام القرآن (٥/ ١١٦).
2,112,(^٦),"مثل قول الحق تعالى: ﴿وَأُحِلُّ لَكُمْ مَّا وَرَاءَ ذَلِكُمْ﴾ [سورة النساء: ٢٤].
ينظر: ابن القيم: المصدر السابق، (٥/ ٥٦٢)."
2,113,(^١),ينظر: الخبازي: المغني (ص ١٦٤ - ١٦٨). ابن القصار: المقدمة في الأصول (ص ٨١). الشافعي: الرسالة (ص ٢٧٢ - ٢٧٤). ابن قاسم: مجموع فتاوى ابن تيمية (٢٠/ ٥٢٠). د. عبد الله آل مغيرة: دلالات الألفاظ عند شيخ الإسلام ابن تيمية (٢/ ٦٠٨ - ٦١٢).
2,113,(^٢),ينظر: الشوكاني: إرشاد الفحول إلى تحقيق الحق من علم الأصول (ص ٥٩٦). أ. د. عياض السلمي: أصول الفقه الذي لا يسع الفقيه جهله (ص ٣٨٤ - ٣٨٦).
2,114,(^١),ينظر: الشافعي: المصدر السابق، (ص ٢٩٦ - ٢٩٧).
2,114,(^٢),"وإن كانوا لم يتفقوا على عبارة تبين المقصود من البكر؛ فأطلقت الحنفية ذلك فيمن لم يوطأ بنكاح أو سفاح ولو زالت العذرة بنحو وثبة، وقصر آخرون مفهوم البكارة هنا على معانٍ أخرى؛ كمن لا زوج لها في مذهب المالكية، أو من لا حمل فيها في مذهب الشافعي، أو من لم تحمل، أو من لم توطأ؛ أقوال وتفسيرات لفقهاء الحنابلة، ويجمع ما تقدم أن لا يكون في يدها صبي ثاب لبنها من حملها به.
ينظر: ابن عابدين: المصدر السابق، (٤/ ٤١١). الحطاب: المصدر السابق، (٤/ ٥٧٥). الشافعي: الأم (٦/ ٨٥). ابن قدامة: المصدر السابق، (١١/ ٣٢٤). شمس الدين ابن قدامة: المصدر السابق، (٢٤/ ٢٢٣). شمس الدين ابن مفلح: الفروع (٩/ ٢٨٠). المرداوي: المصدر السابق، (٢٤/ ٢٢٣). البهوتي: المصدر السابق، (١٣/ ٨٢)."
2,114,(^٣),"المراد بالتحريم هنا وفي سائر مواطن البحث أمران: تحريم النكاح، والمحرمية التي تجيز وضع الحجاب، والخلوة، وغيرها من أحكام المحرمية التي ستأتي بإذن الله تعالى، وهكذا يراد هذان المعنيان - الحرمة والمحرمية - إذا أطلق معنى المحرمية وانتشارها في فرع من الفروع؛ لأن أحد المعنيين قد يوجد في فرع دون المعنى الآخر؛ كما أن أمهات المؤمنين ﵃ يحرم نكاحهن على سائر المسلمين، مع عدم ثبوت المحرمية، وإلا لجاز لهن وضع الحجاب أمام المؤمنين، والخلوة بهم، وغيرها من أحكام المحرمية، ولذلك قال أبو العباس ابن تيمية: ""إنهن أمهات المؤمنين في التحريم دون المحرمية.
ينظر: ابن تيمية: منهاج السنة النبوية (٣/ ٦٨). ابن حجر: فتح الباري (١١/ ٣٧٤). ابن القيم: المصدر السابق، (٥/ ٥٦٩ - ٥٧٠)."
2,114,(^٤),ينظر: ابن قدامة: المصدر السابق، (١١/ ٣٢٤). شمس الدين ابن قدامة: المصدر السابق، (٢٤/ ٢٢٣).
2,114,(^٥),ينظر: ابن عابدين: المصدر السابق، (٤/ ٤١١).
2,114,(^٦),ينظر: القرافي: المصدر السابق، (٤/ ٢٧٠). الحطاب: المصدر السابق، (٤/ ٥٧٥).
2,114,(^٧),ينظر: الشافعي: المصدر السابق، (٦/ ٨٥).
2,114,(^٨),ينظر: ابن قدامة: المصدر السابق، (١١/ ٣٢٤). شمس الدين ابن قدامة: المصدر السابق، (٢٤/ ٢٢٣).
2,114,(^٩),ينظر: ابن قدامة: المصدر السابق، (١١/ ٣٢٤).
2,114,(^١٠),ينظر: المرداوي: المصدر السابق، (٢٤/ ٢٢٣).
2,115,(^١),ينظر: ابن قدامة: المصدر السابق، (١١/ ٣٢٤).
2,115,(^٢),ينظر: شمس الدين ابن قدامة: المصدر السابق، (٢٤/ ٢٢٣).
2,115,(^٣),ينظر: ابن قدامة: المصدر السابق، (١١/ ٣٢٤). شمس الدين ابن قدامة: المصدر السابق، (٢٤/ ٢٢٣).
