book_id,page_id,header_id,header_text,hasRef
2,109,-1,"هو الحق الذي لا يجوز أن يقال بغيره، وإن خالف فيه من خالف من الصحابة ومن بعدهم، فسنة رسول الله ﷺ أحق أن تتبع ويترك ما خالفها لأجلها، ولا تترك هي لأجل قول أحد كائنًا من كان، ولو تركت السنن لخلاف من خالفها لعدم بلوغها له، أو لتأويلها، أو غير ذلك؛ لتُرك سنن كثيرة جدًا وتركت الحجة إلى غيرها، وقولُ من يجب اتباعه إلى قول من لا يجب اتباعه، وقولُ المعصوم إلى قول غير المعصوم، وهذه بلية؛ نسأل الله العافية منها، وأن لا نلقاه بها يوم القيامة ا. هـ (^١)، ولكن قد نسب إلى الجمهور القول بجواز اتفاق علماء العصر على حكم معين بعد اختلافهم في ذلك الحكم؛ لأنه واقع من جميع أهل العصر الذين يصنف مخالفهم متبعًا غير سبيل المؤمنين، والوقوع دليل الجواز، وإذا جاز وقوعه استلزم حجيته من عموم الأدلة، كما أجمعت الأمة على خلافة أبي بكر ﵁ بعد الاختلاف.
ولا يكون الفحل أبًا بالإجماع؛ إذا قبَّل امرأةً، أو باشرها، ثم درَّت اللبن. (^٢)
وهذه المسألة مبنية على مسائل أخرى، منها: الإجماع؛ هل يختص بالصدر الأول؟ وهل يختص حكم الإجماع في عصر دون عصر؟ وهل يرتفع الخلاف المتقدم؟ وهل ينقرض القول بموت صاحبه؟
فمن رام قدحًا في الإجماع بعد الاختلاف، فربما تداعى ذلك إلى أصل الاحتجاج بالإجماع (^٣).
وهذا يقودنا إلى مسألة لصيقة، وهي: هل يحرم من الرضاع ما يحرم من الصهر والجمع؛ كأم الزوجة من الرضاع، وبنت امرأته من الرضاع مما نزل بوطء زوج غيره، وامرأة الابن من الرضاع، والجمع بين الأختين من الرضاعة، وبين المرأة وعمتها من الرضاعة، وبينها وبين خالتها من الرضاعة؟
",True
2,110,-1,"من لم ير في لبن الفحل ما ينشر المحرمية إليه؛ أصولًا، وفروعًا، وحواشي؛ فمن باب أولى أن لا يحرموا على زوج المرضع امرأة الرضيع، ولا على الرضيع امرأة الفحل (^١)، وسائر ما يحرم بالمصاهرة.
وأما من قال بتحريم لبن الفحل، فقد حرم نظير المصاهرة بالرضاع، وهو ما اشتهر بين الأئمة الأربعة وأتباعهم (^٢)، حتى حكى ابنُ حزم الاتفاقَ على ""أن أم الزوجة من الرضاعة بمنزلتها من الولادة، وأن ابنتها من الرضاعة كابنتها من الولادة، ولا فرق"" (^٣)، والقرطبيُّ الإجماعَ على حرمة حليلة الابن من الرضاع، ونص على أن مستند الإجماع في ذلك هو الخبر المرفوع: ""يحرم من الرضاع ما يحرم من النسب"" (^٤)، ولم أرَ من خالف ذلك ممن قال بتحريم لبن الفحل؛ إلا ما كان من تقي الدين ابن تيمية حين توقف، وقال: إن كان قد قال أحد بعدم التحريم؛ فهو أقوى ا. هـ (^٥)، والواقع أن الفقهاء لم يذكروا في هذا قولًا آخر؛ بل حكوا عدم علمهم بالخلاف (^٦)؛ لكن نسب المرداوي إلى تقي الدين أنه لا يحرِّم من الرضاع ما يحرُم من المصاهرة، وأردفها بفتوى للإمام أحمد من رواية ابن بدينا يقرر فيها التحريم بالرضاع نظير المصاهرة (^٧).
وقد كانت أدلة الجماهير إلى ما ذهبوا إليه ما يأتي:
١ - إن تحريم هذا داخل في قول النبي ﷺ: ""يحرم من الرضاعة ما يحرم من النسب"" (^٨)؛ لأنه أجرى الرضاعة مجرى النسب، وشبَّهها به؛ فثبت تنزيل ولد الرضاعة
",True
2,111,-1,"وأبي الرضاعة منزلة ولد النسب وأبيه؛ فما ثبت للنسب من التحريم ثبت للرضاعة؛ كامرأة الأب، والابن، وأم المرأة، وابنتها من النسب، وإذا حرم الجمع بين أختي النسب حرم بين أختي الرضاعة. (^١)
ونوقش بما يأتي: أ- الله سبحانه حرم سبعًا بالنسب وسبعًا بالصهر، ومعلوم أن تحريم الرضاعة لا يسمى صهرًا وإنما يحرم منه ما يحرم من النسب، ولم يقل في الحديث: ما يحرم بالمصاهرة، ولا ذكره الله سبحانه في كتابه كما ذكر تحريم الصهر من النسب، ولا ذكر تحريم الجمع في الرضاع كما ذكره في النسب، وإثباتكم له جاء من طريق القياس، وقد غفلتم عن كون الفارق بين الأصل والفرع أضعاف أضعاف الجامع، فإذ الرضاعة جعلت كالنسب في حكم لم يلزم أن تكون مثله في كل حكم؛ بل ما افترقا فيه من الأحكام أضعاف ما اجتمعا فيه منها، وقد ثبت جواز الجمع بين اللتين بينهما مصاهرة محرمة، كما جمع الحسن بن الحسن بن علي بين بنتي عم في ليلة، وجمع عبد الله بن جعفر بين امرأة علي وابنته (^٢)، وإن كان بينهما تحريم يمنع جواز نكاح أحدها للآخر لو كان ذكرًا، فهذا نظير الأختين من الرضاعة سواء؛ لأن سبب تحريم النكاح بينهما في أنفسهما، وهؤلاء نساء النبي ﷺ هن أمهات المؤمنين في التحريم والحرمة فقط، لا في المحرمية؛ فليس لأحد أن يخلو بهن ولا ينظر إليهن، بل قد أمرهن الله بالاحتجاب عمن حرم عليه نكاحهن من غير أقاربهن ومن بينهن وبينه رضاع؛ فقال تعالى: ﴿وَإذَا سَألتُمُوهُنَّ مَتَاعًا فَاسألُوهُنَّ مِن وَرَاءِ حِجَابِ﴾ [سورة الأحزاب: ٥٣]، ثم هذا الحكم لا يتعدى إلى أقاربهن ألبتة، فليس بناتهن أخوات المؤمنين يحرمن على رجالهم بل هن حلال للمسلمين باتفاق المسلمين. (^٣)
وأجيب: بأن جابر بن زيد وغيره قد كرهوه للقطيعة، ولم يكن فيه تحريم لقول الله ﷿: ﴿وَأُحِلُّ لَكُمْ مَّا وَرَاءَ ذَلِكُمْ﴾ [سورة النساء: ٢٤]. (^٤)
",True
2,112,-1,"ب- إن الصهر قسيم النسب وشقيقه، قال الله تعالى: ﴿وَهُوَ الَّذِي خَلَقَ مَنَ الماءِ بَشَرًا فَجَعَلَهُ نَسَبًا وَصِهْرًا﴾ [سورة الفرقان: ٥٤]، فالعلاقة بين الناس بالنسب والصهر، وهما سببا التحريم، والرضاع فرع على النسب، ولا تعقل المصاهرة إلا بين الأنساب. (^١)
ج- إن الله تعالى إنما حرم الجمع بين الأختين، وبين المرأة وعمتها، وبينها وبين خالتها؛ لئلا يفضي إلى قطيعة الرحم المحرمة، ومعلوم أن الأختين من الرضاع ليس بينهما رحم محرمة في غير النكاح، ولا ترتب على ما بينهما من أخوة الرضاع حكم قط غير تحريم أحدهما على الآخر؛ فلا يعتق عليه بالملك، ولا يرثه، ولا يستحق النفقة عليه، ولا يثبت له عليه ولاية النكاح ولا الموت، ولا يعقل عنه، ولا يدخل في الوصية والوقف على أقاربه وذوي رحمه، ولا يحرم التفريق بين الأم وولدها الصغير من الرضاعة، ويحرم من النسب، والتفريق بينهما في الملك كالجمع بينهما في النكاح سواء، ولو ملك شيئًا من المحرمات بالرضاع لم يعتق عليه بالملك. (^٢)
د ــ قال الله تعالى في المحرمات: ﴿وَحَلَائِلُ أَبْنَائِكُمُ الَّذِينَ مِنْ أَصلَابِكُمْ﴾ [سورة النساء: ٢٣]، ومعلوم أن لفظ الابن إذا أطلق لم يدخل فيه ابن الرضاع؛ فكيف إذا قيد بكونه ابنَ صلب، وقصد إخراج ابن التبني بهذا لا يمنع إخراج ابن الرضاع. (^٣)
وأجيب عنه: بأن هذا القيد إنما كان لإسقاط اعتبار التبني وإبطاله (^٤)، وبأن امرأة الابن من الرضاع تحرم بالإجماع كما تحرم امرأة الابن الصلبي. (^٥)
وعامة ما في مناقشاتهم واستدلالاتهم لا يخرج من معقول يخالف صريح المنقول، أو منقول (^٦) - وما في حكمه - يخالفه منقول أخص، فاستبان ترجُّحُ قولِ الجمهور في هذا.
ولعل من أسباب الخلاف في مسألة حرمة نظير المصاهرة بالرضاع؛ ما يأتي:
",True
2,113,-1,"١ - المعتبر في دليل الخطاب؛ فمن لم يحتج بمفهوم المخالفة - وهم أكثر الحنفية -؛ لم يروا في قوله تعالى: ﴿وَحَلَائِلُ أَبْنَائِكُمُ الَّذِينَ مِنْ أَصلَابِكُمْ﴾ [سورة النساء: ٢٣] ما يدل على حل نكاح زوجة الابن من الرضاع، ومن احتج به في بعض الصور دون الجميع - وهو قول طائفة؛ كتقي الدين ابن تيمية -؛ أمكنه أن لا يعَدِّي مفهوم المخالفة في الآية الكريمة إلى غير أبناء التبني، ومن احتج بعموم جميع مفاهيم المخالفة - وهم الجمهور؛ في غير مفهوم اللقب -؛ فأصوله تحمله على القول بحل حلائل الأبناء سوى أبناء الصلب. (^١)
ولقائل أن يقول: إذا كان الجمهور يعتبرون مفهوم المخالفة حجةً؛ فما بالهم أغفلوا مفهوم المخالفة من الآية، وحرَّموا حلائل أبنائنا الذين من أصلابنا وحلائلَ أبنائنا من الرضاعة، مع كون الآية نصت على حلائل أبناء الصلب، ومقتضى مفهوم المخالفة الذي يحتجون بعمومه حلُّ زوجاتِ الأبناء من الرضاعة؟
والجواب: إن شروط الاحتجاج بمفهوم المخالفة عندهم لم تتوافر في هذا النص، وذلك أن تخصيص الأبناء ذوي الحليلات بوصف الصلبية جرى مجرى الغالب، وحينذاك لا يحتج به؛ إذ الغالب كون الابن صلبيًّا، ومن الذي يكون له ابن من الرضاع إذا ما قورن بمن له ابن من النسب والصلب؟ . (^٢)
فإن قيل: فما معنى قول الحق جل ذكره: ﴿وَأُحِلَّ لَكُمْ مَّا وَرَاءَ ذَلِكُمْ﴾ [سورة النساء: ٢٤]، بعد قوله سبحانه في بيان من يحرم نكاحهن: ﴿وَحَلَائِلُ أَبْنَائِكُمُ الَّذِينَ مِنْ أَصلَابِكُمْ﴾ [سورة النساء: ٢٣]، إلا أن تكون حلائل أبناء غير الصلب مما أحل بنص الآية؟
كان الجواب: إن الله ﵎ لما ذكر في الآية التي بين فيها المحرمات من ذكر؛ اقتصر على من هو محرم بكل حال؛ مثل: الأم، والأخت، والعمة، والخالة ...، حتى ذكر حليلة ابنه الصلبي، وهي من تحرم عليه بالاتفاق ولو طلقها الابن، فأما من لم يحرم نكاحه بإطلاق؛ كأخت الزوجة، أو عمتها، أو الأجنبية الخامسة؛ فلم يكن هذا محلها؛ لأن نكاحها ليس
",True
2,114,38,"حرامًا بكل حال، وكذلك الشأن في حليلة ابن الرضاع؛ تحرم على أبيه ما لم يطلقها، ولذلك كان التقدير: وأحل لكم ما وراء ذلكم بالحال التي أحلها به. (^١)

وبعد ذلك، فلبيان أثر استخدام مدرات الحليب في انتشار المحرمية؛ أنتقل إلى دراسة المسائل الآتية:",True
2,114,39,"صورة المسألة: إذا نزل للبكر (^٢) لبن، فأرضعت به صبيًّا؛ فهل يتعلق به تحريم (^٣)؟
اختلف فقهاء الإسلام في تعلق التحريم بلبن البكر، على ما يأتي:
القول الأول: إذا نزل للبكر بنت تسع سنين لبن، فأرضعت به صبيًّا؛ تعلق به التحريم، وصارت أمًّا للصبي، ولو كانت صبية لا يوطأ مثلها، أو نقصت عن سن المحيض، ولا أب له.
وبه قال الثوري (^٤)، وهو قول للحنفية (^٥)، والمذهب عند المالكية (^٦)، وبه قال الشافعي (^٧)، وأبو ثور (^٨)، وأظهر الروايتين عند الحنابلة (^٩) التي عليها جماهير الأصحاب (^١٠)،",True
2,115,-1,"وصححها أبو محمد ابن قدامة (^١) وشمس الدين ابن قدامة (^٢)، وابن حامد (^٣)؛ لكن الرواية المنصوصة غير ذلك (^٤)، وهو قول كل من يحفظ عنه ابن المنذر (^٥).
القول الثاني: يحرم؛ إذا بلغت التاسعة عمُرًا.
وهو إطلاق بعض الحنفية (^٦)، ووجه للحنابلة (^٧).
القول الثالث: يحرم؛ إن كان يوطأ مثلها.
وهو قول بعض المالكية (^٨).
القول الرابع: يحرم؛ إن لم تنقص عن سن المحيض؛ سواء كان يوطأ مثلها، أو لا.
وهو قول عند المالكية (^٩).
",True
2,116,-1,"القول الخامس: يحرم إن كانت محتملة الولادة؛ بأن تبلغ تسع سنين، ولا يكون المرتضع ابنًا لرجل، وإنما هو ابن للمرأة التي أرضعته، أما إن لم يحكم ببلوغها، فلو ظهر لصغيرة دون تسع سنين لبن؛ لم يحرم.
وهو مذهب الشافعية (^١).
القول السادس: لا يحرم لبن البكر.
وهو قول عند الشافعية (^٢)، والرواية المنصوصة عند الحنابلة (^٣)؛ استظهرها في المذهب صاحب الفروع (^٤)، وصححها بعض الأصحاب (^٥).
- الأدلة:
أدلة القول الأول: استدل أصحاب القول الأول بما يأتي:
١ - إطلاق النص في قوله تعالى: ﴿وَأُمَّهَاتُكُمْ اللَّاتِي أَرْضَعْنَكُمْ﴾ [سورة النساء: ٢٣]؛ حيث لم يفصل فيه بين بكر وثيب. (^٦)
٢ - قول النبي ﷺ: ""الرضاعة من المجاعة"" (^٧)، وقوله: ""الرضاعة ما أنبت اللحم"" (^٨)، وذلك عام، وهو موجود في لبن البكر. (^٩)
",True
2,117,-1,"٣ - إن لبنها يغذي، فيثبت به شبهة البعضية، وألبان النساء إنما خلقت لغذاء الأطفال. (^١)
ونوقش بما يلي: أ- ندرته (^٢)، والحكم في الشريعة للغالب.
وأجيب عنه: بأن جنسه معتاد. (^٣)
٤ - إنه في غير معنى ولد الزنا - وإن كانت له أم ولا أب له -؛ لأن لبنه الذي أرضع به لم ينزل من جماع. (^٤)
٥ - إنه لبن امرأة فتعلق به التحريم؛ كما لو ثاب بوطء. (^٥)
أدلة القول الثاني: استدل أصحاب القول الثاني بما يأتي:
١ - إنه سبب النشوؤ - يعني: العمر -؛ فتثبت به شبهة البعضية. (^٦)
أدلة القول الثالث: استدل أصحاب القول الثالث بما يأتي:
١ - قياسًا على الولادة (^٧)، وهي سبب ثوبانه، فكذلك الوطء هو الآخر سببًا لثيابة اللبن.
أدلة القول الخامس: استدل أصحاب القول الخامس بما يأتي:
أولًا: الاستدلال على نصب البلوغ علامة للبن المحرم:
١ - إن احتمال البلوغ قائم، والرضاع كالنسب، فكفى فيه الاحتمال. (^٨)
ثانيًا: الاستدلال على أن المرتضع لا يكون ابنًا لرجل، وإنما هو ابن للمرأة التي أرضعته: (^٩)
",True
2,118,-1,"١ - ... إن الحرمة إنما تثبت بين الرضيع والفحل إذا كان منسوبًا إلى الفحل؛ بأن ينتسب إليه الولد الذي نزل عليه اللبن (^١).
أدلة القول السادس: استدل أصحاب القول السادس بما يأتي:
١ - إنه نادر، لم تجر العادة به لتغذية الأطفال؛ فأشبه لبن الرجال والبهيمة. (^٢)
٢ - إنه ليس بلبن حقيقة، بل رطوبة متولدة؛ لأن الرضاع ما أنشر (^٣) العظم وأنبت اللحم، وهذا ليس كذلك. (^٤)
ونوقش بما يأتي: أ- إن جنسه معتاد. (^٥)
كما يمكن أن يناقش بما يأتي: ب- إن معنى التغذية الموجود في حليب مَن ثاب لبنها عن حمل من انفتاق الأمعاء وسد المجاعة ثم نشوز العظم ونبات اللحم؛ قد تحقق بلبن البكر، فلا معنى للتفريق بين المتماثلين في أحكام الشريعة، ولا دليل على ما يخصص نصوص ثبوت التحريم العامة.
ج- إنه مقتضى الاحتياط.
- الترجيح: تعود الأقوال الستة في الجملة إلى قولين؛ التحريم بلبن البكر، وعدم التحريم.
وعامة قيودات أرباب التحريم ترجع إلى أمور ظنية، غلب على الظن معها عندهم أن الحليب يكون معها شبيهًا بالحليب الثائب عن الحمل أو الوطء في خصائصه وصفاته.
ومن لم ير التحريم؛ يفهم مما استدل به أن ما خرج من ثدي البكر لو كان يشبه ما ثاب عن الحمل أو الوطء من الألبان في صفاته ومكوناته؛ أنه يثبت به التحريم.
وإذا كان ذلك كذلك؛ لم يعد بدٌّ من القول بتحريم لبن البكر إن سمي حليبًا؛ بحيث يشبه الحليب الثائب عن الحمل، وهذا مقتضى حمل نصوص الشريعة في الباب على ما تسعه من المعاني وتقتضيه من المقاصد؛ فإنها - أي: البكر التي ثاب لبنها - سدت جوعة الرضيع بلبنها ففتقت به
",True
2,119,-1,"أمعاءه وشدَّت عظامه، ولها عليه حقٌّ بإرضاعه من لبنها؛ حيث صار جزء من بدنها فيه، وتقدم قريبًا من المرفوعات المتفق عليها: ""الرضاعة من المجاعة""، والمقصود من هذا الحديث: أنه لا يحرم من حليب المرضع إلا ما كان يسد جوعة الرضيع من دون أن يجتمع معه غيره من الطعام. (^١)
قال ابن باز ت ١٤٢٠ هـ: كل امرأة ثاب لها لبن، فأرضعت به طفلًا خمس رضعات في الحولين؛ فإنه يحرِّم؛ سواء كان اللبن من امرأة حامل، أو ثيب، أو بكر متزوجة أو غير متزوجة، أو كبيرة السن؛ فإنه محرم، وكلام الفقهاء أن اللبن المحرم هو ما ثاب عن حمل لا دليل عليه؛ لأن الحديث عَمم، ولم يخصص ا. هـ (^٢)
- ثمرة الخلاف: ترتب على الخلاف في هذه المسألة أثر في الفروع الآتية:
١ - إذا أراد زوج البكر التي أرضعت في بكارتها أن يتزوج ممن أرضعتها فلا مانع؛ إذا طلقها قبل الدخول؛ لأن الحرمة لا تتعدى إلى زوجها. أما لو طلقها بعد الدخول؛ فليس له التزوج بالرضيعة؛ لأنها صارت من الربائب التي دخل بأمها (^٣)، وهذا عند من يرى في لبن البكر ما يحرم، ومن لم فيه شيئًا لم يكن له مدخل في القول بالمنع.
٢ - إذا نزل للبكر ماء أصفر؛ لم يحرِّم، حتى تجري عليه أوصاف اللبن، فيحكم بها (^٤)، وهذا مبني على قول من يقول بتحريم لبن البكر - وهو الراجح -، وأما من لم ير فيه ما يحرم مطلقًا، فلا ترد عليه هذه المسألة.
٣ - لو أن بكرًا نزل لها لبن، فحلب - وهي لم تمسس بنكاح ولا غيره، ولم يعلم لها حمل -، فأُرضع به مولود خمس رضعات؛ كان ابنها - على المترجح -، ولا أب له (^٥)؛ خلافًا للقول المرجوح الذي قال فيه أصحابه بعدم تحريم لبن البكر مطلقًا، وهم نفر من الشافعية والحنابلة (^٦).
",True
2,120,39,"٤ - إذا نزل لثيِّب - لم يعلم لها حمل - لبنٌ، فحلب، فخرج لبن فأرضعت به مولودًا خمس رضعات؛ كان ابنها - على ما ترجح -، ولا أب له. (^١)
٥ - إذا تعاطت حائلٌ عقارًا مدرًّا للحليب، فعاد ثوبان الحليب إليها، أو تضاعف، أو نشأ؛ فأرضعت به صبيًّا، أو تبرعت به لبنك؛ انتشرت به الحرمة؛ على ما ترجح من قول الجمهور.
- سبب الخلاف: يعود سبب الخلاف في هذه المسألة إلى ما يأتي:
١ - القياسالخفي؛ هل يقاس لبن البكر الثائب بلا حمل أو وطء على اللبن الثائب عن حمل؟ أو هو أقرب في معناه إلى لبن البهيمة واللبن الثائب من رجل فيقاس عليهما؟
من قال بالأول - وهم الجمهور - أثبتوا التحريم بلبن البكر، ومن رأى القياس الثاني - وهم نفر من الشافعية والحنابلة -؛ لم ير في لبن البكر ما يحرِّم.",True
2,120,40,"صورة المسألة: بكر نزل لها لبنٌ، فنكحت ولها لبن؛ فهل يكون الزوج أبًا للرضيع إلى جانب أمومة المرضعة؟ اختلف في ذلك الفقهاء على ما يأتي:
القول الأول: هو هنا للمرأة وحدها ولا أب للرضيع.
وبه قال الحنفية بقيد عدم الدخول (^٢)، وبعض الشافعية؛ إلا أن تحمل من زوجها ولا يكون للرضيع أب حتى ينفصل المولود (^٣).
القول الثاني: يكون الزوج أبًا إزاء كون المرضع أمًّا.
وبه قال المالكية (^٤)، وهو ظاهر مذهب الشافعي (^٥)، وقول للشافعية (^٦)، واختاره ابن باز (^٧).",True
2,121,-1,"القول الثالث: يكون الزوج أبًا إذا حملت منه.
وهو قول للشافعية (^١)، والحنابلة (^٢).
- الأدلة:
أدلة القول الأول: استدل أصحاب القول الأول بما يأتي:
١ - إن نسبته إليه إنما تكون بسبب الولادة منه، وإذا انتفت انتفت النسبة. (^٣)
٢ - قياسًا على البكر. (^٤)
أدلة القول الثاني: استدل أصحاب القول الثاني بما يأتي:
١ - كون اللبن بسبب وطء الزوج. (^٥)
٢ - إنه لم يحدث لها زوج غيره. (^٦)
٣ - إن اللبن يكون للفحل بثلاثة أسباب: أن يوجده، أو يكثره، أو يباشر منيه الولدَ في البطن، وهو هنا قد أوجده أو كثره بوطئه؛ لأن الوطء يكثر الحليب، وهو من أسباب إدراره. (^٧)
كما يمكن أن يستدل لهم بما يأتي:
٤ - إطلاق الله سبحانه الحكم بالتحريم في قوله: ﴿وَأُمَّهَاتُكُمْ اللَّاتِي أَرْضَعْنَكُمْ﴾ [سورة النساء: ٢٣]، مع قول النبي ﷺ: ""يحرم من الرضاعة ما يحرم من النسب"" (^٨)، وقوله في عم عائشة ﵂ من الرضاعة: ""ائذني له؛ فإنه عمك"" (^٩).
",True
2,122,-1,"- الترجيح: يظهر مما تقدم من الأدلة والمناقشات وجاهة القول الثاني؛ لأن الابن الصلبي ينسب بمحض العقد مع الإمكان؛ لأن العقد مظنة حصول موجب الحمل، وليكن كذلك ما قيس عليه في الشريعة، وهو الابن من الرضاع؛ فإن الزوج مظنة حصول ما ينشئه أو يكثره.
والأصل في البكر التي در لها لبن ثم تزوجت أنها توطأ إذا دخل بها زوجها، والوطء يكثر اللبن فيما قرره الفقهاء قديمًا وأشارت إليه الدراسات الطبية حديثًا (^١).
وإلى جانبه؛ فإن لزوج المرضعة على من أرضعته وهي في عصمته حقًّا؛ لأن الرضاع أخذ نصيبًا من بدنها ووقتها وعموم منفعتها، فإذِ الشريعة وضعت المرضعة منزلة الأم لمن أرضعت، فلأن يكون زوجُها أبًا من الرضاعة فعلى ذلك القانون جرى.
- ثمرة الخلاف: ترتب على الخلاف في هذه المسألة أثر فيما يأتي:
١ - لو ولدت الزوجة للزوج فنزل لها لبن فأرضعت به، ثم جف لبنها، ثم در فأرضعته صبية؛ فإن لابن زوج المرضعة التزوج بهذه الصبية، ولو كان صبيًّا حل له نكاح بنات هذا الرجل من غير المرضعة، وهذا عند الحنفية (^٢) ومن رأى رأيهم، ومن لا؛ فلا.
٢ - إن طلق رجل امرأته ولها لبن من ولد كانت ولدته منه، ثم هي تزوجت آخر ولبنها في ضرعها من دون أن تلد؛ لم يزد ولم ينقص، فأرضعت به صبيًّا قبل أن تحمل من الزوج الثاني؛ فلمن يكون هذا الصبي؟
يكون اللبن من الزوج الأول، ومن أرضعت فهو ابنها وابن الزوج الأول، ولا يكون ابن الآخر ولو أصابها أو حملت منه أو زاد اللبن بوطئه، ولو أن لبنها جف ثم لم يثب حتى أصابها
",True
2,123,-1,"الزوج الآخر؛ لم يتغير الحكم؛ في مذهب الحنفية (^١)، وبعض المالكية بشرط عدم انقطاعه (^٢)، والشافعي (^٣)، والشافعية (^٤)، والحنابلة إلا أن يزيد اللبن بحمل من الآخر (^٥)، وابن حزم (^٦).
وينقطع بوطء زوج ثان، وإن دام الحليب؛ كما يسقط حكم الثاني إن طلقها الثاني وطالت المدة؛ في قول بعض المالكية؛ كاللخمي (^٧).
وتكون أمًّا له، ولا يصير واحد من الزوجين أبًا له إن انقطع اللبن، ويحرم على الرجلين بكونها ربيبته؛ في مذهب الحنابلة (^٨).
فأما إن حملت من الزوج الآخر؛ فهو ابن للأول دون الثاني حتى تضع وتلد فيكون اللبن من الثاني؛ في مذهب أبي حنيفة (^٩) وأتباعه (^١٠)، وبعض المالكية (^١١)، وما نسب إلى الشافعي في قوله الثالث (^١٢).
وهو ابن للثاني؛ إذا عرف أن هذا اللبن الذي أرضعت به الصبي من الزوج الثاني؛ في مذهب أبي يوسف (^١٣).
",True
2,124,-1,"وهو منهما جميعًا، وابنٌ لهما؛ في مذهب محمد بن الحسن (^١)، وبعض المالكية بقيد عدم الانقطاع (^٢)، والحنابلة بقيد أن يزيد لبن من الحمل الثاني أو يثوب بالحمل بعد انقطاع (^٣)؛ فإن حملت منه ولم تلد أو يزد لبنها فهو للأول (^٤)
وتنقطع أبوة الزوج الأول بوطء زوج ثانٍ وإن دام الحليب؛ في قولٍ لبعض المالكية؛ كاللخمي (^٥)، وقال آخرون منهم: تنقطع أبوة الزوج الأول بمحض الحمل. (^٦)
ويكون اللبن للأول إذا سئل النساء عن الوقت الذي يثوب فيه اللبن ويبين الحمل؛ فإن قلن: الحمل لو كان من امرأة بكر أو ثيب ولم تلد قط، أو امرأة قد ولدت؛ لم يأت لها لبن في هذا الوقت؛ إنما يأتي لبنها في الثامن من شهورها أو التاسع؛ فاللبن للأول، فإن دام فهو ابن للأول؛ ما بينه وبين أن يبلغ الوقت الذي يكون لها فيه لبن من حملها الآخر؛ في مذهب الشافعي (^٧).
وفصل آخرون بشكل الأوسع؛ ففي قول للشافعية أن الأمر لا يخلو:
أأن لا يدخل وقت حدوث اللبن للحمل (^٨)؛ فاللبن للأول؛ سواء زاد على ما كان أو لا، وسواء انقطع ثم عاد أو لا.
ب أن يدخل وقت حدوث اللبن للحمل، وهنا لا يخلو:
١ - إما أن ينقطع اللبن مدة طويلة؛ فاللبن للأول، وللثاني في قول آخر عندهم، ولهما في قول ثالث لهم أيضًا.
٢ - وإما أن لا يكون كذلك؛ بأن لم ينقطع، أو انقطع مدة يسيرة؛ فاللبن للأول، ولهما في قول آخر عندهم، ولهما بقيد زيادة اللبن وإلا فللأول في قول ثالث لهم. (^٩)
وقال الحنابلة: لا يخلو: أ- إن لم يزد أو ينقطع فهو ابن الأول، وهو لهما في قول ثانٍ عندهم.
ب ــ إن زاد أو انقطع صار ابنًا لهما، وفي احتمال عندهم أنه إن زاد فلهما أو انقطع فللثاني وحده. (^١٠)
وقال ابن حزم: إن تمادى اللبن؛ فهو للأول؛ إلا أن يتغير ثم يعتدل، فإنه إذا تغير؛ فقد بطل حكم الأول، وصار للثاني (^١١).
٣ - إذا نزل لبكر لبن، فتزوجت وحملت ولها لبن، ثم تعاطت ما يدر الحليب من المصنعات الحديث، فكثره أو در بعد جفافه؛ لم يؤثر ذلك في انتشار المحرمية إليها، وإلى زوجها أيضًا على ما ترجح.
- سبب الخلاف: يرجع سبب الخلاف في هذه المسألة إلى المسائل الآتية:
١ - ما تتحقق به أبوة زوج المرضع؛ فمن أناطه بانفصال الولد من الحمل ولم ير في غيره موجبًا لثيابة اللبن - وهم بعض الشافعية (^١٢) -؛ لم ير في الوطء ما يثيب اللبن ولا في عقد النكاح ناسبًا للزوج، ومن رأى في الحمل ما يحقق نسبة اللبن إلى أبي الحمل - وهو مذهب الشافعي (^١٣) وبعض أتباعه (^١٤) والحنابلة (^١٥) -؛ أثبت الحرمة بين الرضيع والزوج إلى جانب المرضع
",True
2,125,40,- وهي الزوجة -، ومن رأى في الوطء مثيبًا للبن - وهم المالكية (^١) -؛ ألحق بالزوج كل مرضع وطئها من زوجاته.,True
2,125,41,"يطلق بعض الفقهاء هذه المسألة: إرضاع الذكور (^٢)، وقد اختُلف في تصوّر هذه المسألة وقوعًا، فقال الشافعي: ولا أحسبه ينزل للرجل لبن ا. هـ (^٣)، ثم بين حكم المسألة إذا نزل.
القول الأول: إذا نزل للرجل لبن، فأرضع به صبيًا؛ لم يتعلق به التحريم.
وهو قول عامة أهل العلم (^٤)؛ من الحنفية (^٥)، وأحد قولي مالك (^٦)، وقول الشافعي (^٧)، والصحيح عند الشافعية (^٨)، والصحيح من مذهب الحنابلة (^٩).
على أن الشافعي كره للرجل وولده نكاح الصبية إذا ارتضعت منه، وتبعه المنتسبون إلى مذهبه. (^١٠)
القول الثاني: تقع الحرمة به.
وبه قال المالكية، (^١١) وبعض الشافعية؛ كالكرابيسي (^١٢).",True
